,title,compressibility
180,Tropic Thunder,0.29931301164177876
181,Troy,
182,True Grit,0.22679736364247763
183,True Lies,0.24840244389224722
184,True Romance,0.36094276094276095
185,"Truman Show, The",0.2741407670331573
186,Twilight,0.2407625235721354
187,Twilight: New Moon,0.23169785870848086
188,Twin Peaks,0.21593969449834904
189,Twins,0.21527354626722922
190,Two For The Money,0.24492912474291556
191,Year One,0.25124424142666524
192,Yes Man,0.19177254190854107
193,You Can Count On Me,0.1940269769044458
194,You've Got Mail,4.222222222222222
195,Youth in Revolt,0.22863469878164727
196,U Turn,0.2634777196558294
197,"Ugly Truth, The",0.20388798492763552
198,Un Singe en Hiver,0.1973668115242234
199,Unbreakable,0.32513330270503554
200,Under Fire,0.22668309508492257
201,Unforgiven,
202,Unknown,0.25891852316703273
203,Up,0.20448800176042164
204,Up in the Air,0.1999539836685435
205,"Usual Suspects, The",3.3333333333333335
206,I Am Number Four,0.2513104717698371
207,I am Sam,0.22723453303241872
208,I Love You Phillip Morris,0.24420649189007645
209,I Spit on Your Grave,0.2332176017671523
210,I Still Know What You Did Last Summer,0.34273038468597145
211,I'll Do Anything,0.2107099092597187
212,"I, Robot",0.26692456479690524
213,"Ice Storm, The",0.3557357058207238
214,"Ides of March, The",0.19750140003244934
215,"Imaginarium of Doctor Parnassus, The",0.23932641681292072
216,In the Bedroom,0.25353452704888396
217,In the Loop,0.21794706059786972
218,Inception,0.25097645255436524
219,"Incredibles, The",15.0
220,Independence Day,1.7464788732394365
221,Indiana Jones and the Last Crusade,0.3311161511241559
222,Indiana Jones and the Raiders of the Lost Ark,0.24473345860943527
223,Indiana Jones and the Temple of Doom,0.240443838108231
224,Indiana Jones IV,0.25892070520651495
225,"Informant, The",0.2387825816779353
226,Inglourious Basterds,0.2699661523483931
227,Innerspace,
228,"Insider, The",0.2476186413565106
229,Insidious,0.2036100332594235
230,Insomnia,0.22712010111627948
231,Interstellar,0.20342017269049975
232,Interview with the Vampire,0.3375134833686775
233,Into the Wild,0.27344707323970213
234,Into the Woods,0.228011154258105
235,Intolerable Cruelty,0.20537294438147508
236,Inventing the Abbotts,0.22455625455747744
237,"Invention of Lying, The",0.19685740694059323
238,Invictus,0.1999884146773166
239,"Iron Lady, The",0.2178148750423731
240,"Island, The",0.28133792998555096
241,It,0.19478081860014532
242,It Happened One Night,0.14492769925590132
243,It Happened One Night,0.14492769925590132
244,It's a Wonderful Life,0.18572501878287
245,It's Complicated,0.23800554016620498
246,"Italian Job, The",0.2264797446791847
247,O Brother Where Art Thou?,0.3604287590560522
248,Oblivion,0.24753478061458492
249,Observe and Report,0.15349591310410873
250,Obsessed,0.1860572582612007
251,Ocean's Eleven,0.22797368920119376
252,Ocean's Twelve,0.22882406194791383
253,Office Space,0.35530621785881256
254,"Officer and a Gentleman, An",15.0
255,Omega Man,0.715008431703204
256,One Flew Over the Cuckoo's Nest,0.31370957713477887
257,Only God Forgives,0.2293181680682437
258,Ordinary People,0.13810054149544915
259,Orgy of the Dead,1.1304347826086956
260,Orphan,0.2930285734943897
261,"Other Boleyn Girl, The",0.24442759391019675
262,Out of Sight,0.2288866379097762
263,Outbreak,
264,"Pacifier, The",0.23210883668622168
265,Pandorum,0.22736467225341883
266,Panic Room,0.2794471883406066
267,Papadopoulos & Sons,0.21443788258770866
268,ParaNorman,0.25185500547378664
269,Pariah,0.24843578117815507
270,Passengers,0.2046934905005623
271,"Passion of Joan of Arc, The",0.3051274559929881
272,"Patriot, The",0.3280136971823543
273,Paul,0.225373340773916
274,Pearl Harbor,2.380952380952381
275,Peeping Tom,0.18182626812771766
276,Peggy Sue Got Married,0.34385033723624414
277,Perfect Creature,0.27172760996290407
278,"Perfect World, A",0.2402064106096771
279,"Perks of Being a Wallflower, The",0.24073983141009903
280,Pet Sematary,0.3346419912998126
281,Pet Sematary II,0.35328807714320903
282,Petulia,0.28500844219319293
283,Philadelphia,0.23825889796521918
284,Phone Booth,0.33967953302278836
285,Pi,0.34401476572750117
286,"Pianist, The",0.21906797050790372
287,"Piano, The",0.30187570138406455
288,Pineapple Express,0.18423920567698146
289,Pirates of the Caribbean,0.2942750021063274
290,Pirates of the Caribbean: Dead Man's Chest,0.20207886840977282
291,Pitch Black,0.2753911666286644
292,"Planet of the Apes, The",1.1
293,Platinum Blonde,0.14038516105950133
294,Platoon,1.1401869158878504
295,Pleasantville,0.3215870475636243
296,Point Break,0.3210743801652893
297,Pokemon: Mewtwo Returns,0.3579153210275251
298,"Postman, The",0.2332550974953302
299,"Power of One, The",0.25126153294915055
300,Precious,0.23303419662603037
301,Predator,0.2388801299507907
302,"Prestige, The",0.2102451655868423
303,Pretty Woman,0.30078095743884087
304,Pretty Woman (final script),0.17167075915937902
305,Pride and Prejudice,0.22707512393542648
306,Priest,0.26071666995759407
307,"Princess Bride, The",0.22915734303985041
308,"Private Life of Sherlock Holmes, The",0.2686938031890079
309,"Producer, The",0.25586518957715715
310,"Program, The",0.21996449229711929
311,Prom Night,0.24035661693663918
312,Prometheus,0.21787686551838728
313,"Prophecy, The",0.2164863395884085
314,"Proposal, The",0.2517074603690842
315,Psycho,0.32248428219111464
316,Public Enemies,0.28599126122202395
317,Pulp Fiction,0.20167829720799715
318,Punch-Drunk Love,1.109375
319,Purple Rain,0.25258651444880487
320,A Few Good Men,0.1773524330770054
321,A Most Violent Year,0.18906534523418608
322,A Prayer Before Dawn,0.29221356020104716
323,A Quiet Place,0.2924463014106188
324,A Scanner Darkly,0.24762633996937214
325,A Serious Man,0.2735996196462014
326,A.I.,
327,Above the Law,0.27898671826897703
328,Absolute Power,0.23137088876629847
329,"Abyss, The",0.281104178139194
330,Ace Ventura: Pet Detective,1.0064516129032257
331,Adaptation,0.2668588509572132
332,"Addams Family, The",0.08925371499221398
333,"Adjustment Bureau, The",0.23864999600117298
334,"Adventures of Buckaroo Banzai Across the Eighth Dimension, The",0.3572313616348005
335,Affliction,0.2014164459101476
336,After School Special,0.24314657887784755
337,After.Life,0.19573525049295898
338,Agnes of God,0.19749577255350928
339,Air Force One,1.6708860759493671
340,Airplane,0.19926963110512236
341,Airplane 2: The Sequel,0.20561296479051294
342,Aladdin,0.3391593996781317
343,Ali,0.24009058597804547
344,Alien,0.24238751393075963
345,Alien 3,0.3563238830087442
346,Alien Nation,0.3463429001538109
347,Alien vs. Predator,0.33778012794353474
348,Alien: Resurrection,0.35362178370765246
349,Aliens,0.25925925925925924
350,All About Eve,0.33606645139839847
351,All About Steve,0.2602936271369501
352,All the King's Men,0.18376924039544487
353,All the President's Men,0.18875455361385354
354,Almost Famous,1.108433734939759
355,Alone in the Dark,0.1982746175246107
356,Amadeus,0.1992122956145818
357,Amelia,0.21469983929043676
358,American Beauty,0.26421936317122846
359,American Gangster,0.2338440248415183
360,American Graffiti,0.21104598255897491
361,American History X,0.3381553006009644
362,American Hustle,0.23684511785755172
363,American Madness,0.1309392928298807
364,American Milkshake,0.17589235186854185
365,American Outlaws,0.21305309935982078
366,American Pie,0.2500139941560404
367,"American President, The",0.3112932376572482
368,American Psycho,0.35443705553220767
369,American Shaolin: King of Kickboxers II,0.29311230265446653
370,American Sniper,0.2670379380564735
371,American Splendor,0.22332651271558024
372,American Werewolf in London,0.23759813763615867
373,"American, The",0.2669997705661917
374,"Amityville Asylum, The",0.203923026053309
375,Amour,0.20729827204933415
376,An Education,0.2347250750139616
377,Analyze That,0.25604324853541344
378,Analyze This,0.20005513330445399
379,Anastasia,0.3143160396614444
380,Angel Eyes,0.2547825966557592
381,Angels & Demons,0.2076183142467122
382,Anna Karenina,0.20106059266101323
383,Annie Hall,0.31727965218006043
384,"Anniversary Party, The",0.339540943778838
385,Anonymous,0.2443087086662979
386,Antitrust,0.22784661367847475
387,Antz,0.27172638089144807
388,"Apartment, The",1.4576271186440677
389,Apocalypse Now,0.3414398882415225
390,April Fool's Day,0.21725612666169336
391,Apt Pupil,0.31881472287941665
392,Arbitrage,0.19737628139262586
393,Arcade,0.34440236327829116
394,Arctic Blue,0.3311063728974177
395,Argo,0.24193526528584014
396,Armageddon,0.3592942962400726
397,Army of Darkness,0.3339150782430654
398,Arsenic and Old Lace,0.2497763237566764
399,Arthur,0.21384518980244716
400,"Artist, The",0.3059122849527502
401,As Good As It Gets,0.34127515211876935
402,Assassins,0.24481536611593452
403,"Assignment, The",0.22544605194813788
404,At First Sight,0.3604572965702757
405,August: Osage County,0.20675986930205154
406,Austin Powers - International Man of Mystery,0.2127127806457954
407,Austin Powers - The Spy Who Shagged Me,0.21348437900061135
408,Authors Anonymous,0.2506023583726484
409,Autumn in New York,0.21600399858114863
410,Avatar,0.23868924489497423
411,"Avengers, The",0.3538724155885241
412,"Avengers, The (2012)",0.2567053583745541
413,"Avventura, L' (The Adventure)",0.31669702215480733
414,Awakenings,0.2841023944723156
415,S. Darko,0.21811509851182878
416,"Saint, The",0.358974358974359
417,"Salton Sea, The",0.24857282315740328
418,"Sandlot Kids, The",0.19369660420705004
419,Save the Last Dance,0.24883822005282338
420,Saving Mr. Banks,0.2382412944729999
421,Saving Private Ryan,0.21101673776376034
422,Saw,0.21680823703340826
423,Scarface,0.23705455620494395
424,Schindler's List,0.23013800420836028
425,Scott Pilgrim vs the World,0.2081987736127391
426,Scream,0.2959403779336356
427,Scream 2,0.25952005108103793
428,Scream 3,0.3477876262760292
429,Se7en,0.24659418527909965
430,"Searchers, The",0.21956205881218419
431,"Secret Life of Walter Mitty, The",0.17655904001368777
432,Semi-Pro,0.2686431113811963
433,Sense and Sensibility,0.2011419592492152
434,Serenity,0.2780277474576355
435,Serial Mom,0.24769416146346807
436,"Sessions, The",0.23239098311310027
437,"Seventh Seal, The",0.3441485468023466
438,Sex and the City,0.23385694412242058
439,"Sex, Lies and Videotape",1.271523178807947
440,Sexual Life,0.21756257493088008
441,Shadow of the Vampire,15.0
442,Shakespeare in Love,0.2411147187722951
443,Shallow Grave,0.24315377670779417
444,Shame,0.24369664341823039
445,Shampoo,1.4285714285714286
446,"Shawshank Redemption, The",0.3460949639627759
447,She's Out of My League,0.21612900500916515
448,Sherlock Holmes,0.23514995915509393
449,Shifty,0.22754924578527064
450,"Shining, The",0.1779411341324146
451,"Shipping News, The",0.29316386121607696
452,Shivers,0.24290817398613154
453,Shrek,0.19726765913128713
454,Shrek the Third,0.18838492049081437
455,Sicario,0.18734161422879286
456,Sideways,0.20869565217391303
457,"Siege, The",0.21745996293117972
458,Signs,0.27792036647736185
459,Silence of the Lambs,0.22934554105780963
460,Silver Bullet,0.34744148248804335
461,Silver Linings Playbook,0.20404289723318547
462,Simone,0.2704266155353238
463,Single White Female,0.2620287554901604
464,Sister Act,0.23595592732660814
465,Six Degrees of Separation,0.22743896975571612
466,"Sixth Sense, The",2.311111111111111
467,Sleepless in Seattle,0.2949503246776238
468,Sleepy Hollow,0.2554850259633385
469,Sling Blade,0.2533256501109572
470,Slither,0.2234716531595762
471,Slumdog Millionaire,0.22670747051842324
472,Smashed,0.22766671447009895
473,Smokin' Aces,0.23831133796080223
474,Snatch,0.23733771078943441
475,Sneakers,15.0
476,Snow Falling On Cedars,0.2433669060671738
477,Snow White and the Huntsman,0.23904249916822806
478,So I Married an Axe Murderer,0.205761316872428
479,"Social Network, The",0.21376989960650639
480,Solaris,0.26569590178143515
481,Soldier,0.2670862812837683
482,Someone To Watch Over Me,0.2878240032194533
483,Something's Gotta Give,0.27728616414376445
484,Source Code,0.2338776854380969
485,South Park,
486,Space Milkshake,0.2186731886273311
487,Spanglish,0.2614594309799789
488,Spare Me,0.362839204001277
489,Spartan,0.2599093298523523
490,Speed,15.0
491,Speed Racer,0.26299885559494063
492,Sphere,0.2205002879126559
493,Spider-Man,0.3452178613059305
494,St. Elmo's Fire,0.23265236386712554
495,Star Trek,0.2529906897955432
496,Star Trek II: The Wrath of Khan,0.1867976399093262
497,Star Trek: First Contact,0.20224058397120698
498,Star Trek: Generations,0.1914252541153509
499,Star Trek: Nemesis,0.2689544007982665
500,Star Trek: The Motion Picture,0.24636726354827487
501,Star Wars: A New Hope,0.20155409297594098
502,Star Wars: Attack of the Clones,0.32428918381865907
503,Star Wars: Return of the Jedi,0.3430775652374167
504,Star Wars: Revenge of the Sith,15.0
505,Star Wars: The Empire Strikes Back,0.3147582758371998
506,Star Wars: The Force Awakens,0.25483964172204565
507,Star Wars: The Phantom Menace,0.3321167200104816
508,Starman,0.20788381888505195
509,Starship Troopers,0.3437143812663377
510,State and Main,0.23390447340464696
511,Station West,0.19408570617727747
512,Stepmom,0.9258160237388724
513,"Sting, The",0.3285705961945579
514,Stir of Echoes,0.26607653716986607
515,Storytelling,0.3476853236675875
516,Straight Outta Compton,0.2754535134606855
517,Strange Days,0.27932939908117305
518,Strangers on a Train,0.2705231900312758
519,"Stuntman, The",0.215068618826869
520,Sugar,0.26110694997437617
521,Sugar and Spice,4.0
522,Sunset Blvd.,0.2435947715433913
523,Sunshine Cleaning,0.2228957534434415
524,Super 8,0.2272411606630635
525,Superbad,0.2090537016725491
526,Superfights,15.0
527,Supergirl,0.34712839537645157
528,"Surfer King, The",0.22084246288682635
529,Surrogates,0.25190992895465675
530,Suspect Zero,0.28362310369795257
531,Sweeney Todd: The Demon Barber of Fleet Street,0.22114812178134147
532,"Sweet Hereafter, The",0.31416341672215353
533,Sweet Smell of Success,0.2680398468303174
534,Swingers,3.111111111111111
535,Swordfish,0.22637941119126537
536,"Synecdoche, New York",0.2490265218210823
537,Syriana,0.25741610019282835
538,Dallas Buyers Club,0.2542872454448017
539,"Damned United, The",0.22905093498161333
540,Dances with Wolves,0.22093904928550598
541,Dark City,0.2796004602635879
542,"Dark Knight Rises, The",0.218157375456297
543,"Dark Knight, The",
544,Dark Star,0.21678100554050897
545,Darkman,0.24979351682149628
546,Date Night,0.23279304913368223
547,Dave Barry's Complete Guide to Guys,0.24262118813655506
548,Dawn of the Dead,0.3243071206152046
549,Day of the Dead,0.3687662292313455
550,"Day the Clown Cried, The",0.3101337395676595
551,"Day the Earth Stood Still, The",0.21010317763602693
552,Days of Heaven,1.0687022900763359
553,Dead Poets Society,0.32569455860595103
554,Deadpool,0.25920798855223043
555,Dear White People,0.257137036321181
556,Death at a Funeral,0.19939967861582464
557,Death to Smoochy,0.27698043250180804
558,"Debt, The",0.23832089636359538
559,Deception,0.26666548361623027
560,Deep Cover,0.21698142810394525
561,Deep Rising,0.22789639159661654
562,"Deer Hunter, The",0.3351661859675843
563,Defiance,0.27443579867125095
564,"Departed, The",0.1960781957778125
565,"Descendants, The",0.21245642401961798
566,Despicable Me 2,0.2850075256854918
567,Detroit Rock City,0.23881396521300732
568,Devil in a Blue Dress,0.22902133883334866
569,Devil's Advocate,0.2054431461954973
570,Die Hard,0.2503693666484364
571,Die Hard 2,0.2587993939888154
572,Diner,0.255605088615853
573,"Distinguished Gentleman, The",0.2366842787204494
574,Disturbia,0.23625129261351496
575,Django Unchained,0.2410021824848759
576,Do The Right Thing,0.31371848322414136
577,Dog Day Afternoon,0.21027475610022658
578,Dogma,0.2946129709494815
579,Donnie Brasco,0.23028713973969614
580,Donnie Darko,
581,"Doors, The",0.22847012344120302
582,Double Indemnity,0.1991108724763576
583,Drag Me to Hell,0.27711095855764717
584,Dragonslayer,0.23619430627579638
585,Drive,0.2002217532815909
586,Drive Angry,0.24335395723680212
587,Drop Dead Gorgeous,0.35785958874938245
588,"Dry White Season, A",0.24879347814996583
589,Duck Soup,0.20913355436712824
590,Dumb and Dumber,0.2774320268361582
591,Dune,0.26236561396512914
592,"Fabulous Baker Boys, The",0.31926821332932903
593,Face Off,0.27802662620425894
594,Fair Game,0.21693230892643664
595,"Family Man, The",0.30767601008495943
596,Fantastic Four,0.23548308885925567
597,Fantastic Mr Fox,0.25756211739287
598,Fargo,0.3422545213982041
599,Fast Times at Ridgemont High,0.3455103831529687
600,Fatal Instinct,0.23074277854195324
601,"Fault in Our Stars, The",0.23588885932570602
602,Fear and Loathing in Las Vegas,0.2862843758133079
603,Feast,0.21687512321205615
604,Ferris Bueller's Day Off,0.23981042654028437
605,Field of Dreams,0.22596577555816685
606,"Fifth Element, The",0.3261911312147715
607,Fight Club,0.24007094295004433
608,"Fighter, The",0.23560457287137046
609,Final Destination,0.30629719366752134
610,Final Destination 2,0.30811999116001537
611,Finding Nemo,0.318937391192211
612,Five Easy Pieces,0.3160247414106762
613,Flash Gordon,0.2363752017369088
614,Fletch,0.2913923159321932
615,Flight,0.21847079198944597
616,"Flintstones, The",0.25096048298573
617,Forrest Gump,0.1901964833383047
618,Four Feathers,0.9777777777777777
619,Four Rooms,0.20729947838219207
620,Foxcatcher,0.20614658049854415
621,Fracture,0.2
622,Frances,0.21037787905417835
623,Frankenstein,0.2382697430548704
624,Frankenweenie,0.27156798389567194
625,Freaked,0.23003932667181762
626,Freddy vs. Jason,0.330572737389684
627,"French Connection, The",0.2861061866742582
628,Frequency,1.4615384615384615
629,Friday the 13th,0.23105006954102922
630,Friday the 13th Part VIII: Jason Takes Manhattan,0.34091789628520586
631,Fright Night,0.24647986080452905
632,Fright Night (1985),0.2291988015196528
633,From Dusk Till Dawn,0.3426006178189657
634,From Here to Eternity,0.21805297430334222
635,Frozen,0.22031614873360877
636,Frozen (Disney),0.2209823376330067
637,Frozen River,0.23372887014051166
638,Fruitvale Station,0.20759732728448407
639,"Fugitive, The",0.33022218653291413
640,Full Metal Jacket,
641,Funny People,0.2515334741749836
642,Fury,
643,G.I. Jane,0.2899296581792031
644,G.I. Joe: The Rise of Cobra,0.2798893756577498
645,Game 6,0.19621428720495857
646,"Game, The",0.2671996966153652
647,Gamer,0.2618940052128584
648,Gandhi,0.2235694846504533
649,Gang Related,0.19112627986348124
650,Gangs of New York,0.35197754199333275
651,Garden State,0.23064485573682378
652,Gattaca,0.2711202960542125
653,Get Carter,0.2025224877613524
654,Get Low,0.23504926080513985
655,Get on Up,0.2549425209400115
656,Get Out,0.18176462171647884
657,Get Shorty,15.0
658,"Getaway, The",0.2986898879045482
659,Ghost,0.20710038379397722
660,"Ghost and the Darkness, The",0.31813932948147056
661,Ghost Rider,0.2668093423065699
662,Ghost Ship,0.30088670080256613
663,Ghost World,0.19816865680876075
664,Ghostbusters,0.3687372853290439
665,Ghostbusters 2,0.3310835887778526
666,Ginger Snaps,0.28275240915272
667,"Girl with the Dragon Tattoo, The",0.2579395940133636
668,Gladiator,0.32633781683364843
669,Glengarry Glen Gross,0.19446230426215907
670,Go,0.22245104795881138
671,Godfather,0.3298935465797382
672,Godfather Part II,0.3297891849817223
673,"Godfather Part III, The",0.2610806174957118
674,Gods and Monsters,0.2307853422636363
675,Godzilla,0.264334993268644
676,Gone Baby Gone,0.19571717401828173
677,Gone in 60 Seconds,0.3461414196004253
678,"Good Girl, The",0.18041432011303257
679,Good Will Hunting,0.1916752696859524
680,Goodfellas,
681,Gothika,0.27235381522594176
682,Grabbers,0.17502661406475045
683,"Graduate, The",0.2916383739034411
684,Gran Torino,0.256810366109207
685,Grand Hotel,0.18328819446754993
686,Grand Theft Parsons,0.18839216554166205
687,"Grapes of Wrath, The",0.20734636333576784
688,Gravity,0.2005658687317242
689,"Great Gatsby, The",0.17292179581124545
690,"Green Mile, The",0.22788149492270648
691,Gremlins,0.26611357970427246
692,Gremlins 2,0.2901236111875378
693,"Grifters, The",0.28049176190647873
694,Grosse Point Blank,0.35308689827180884
695,Groundhog Day,0.2597699186818347
696,"Grudge, The",0.21070561838912039
697,Guardians of the Galaxy Vol 2,0.1831308081384962
698,Hackers,0.2361133903662426
699,Hall Pass,0.23258499249459777
700,Halloween,0.195912466431036
701,Halloween: The Curse of Michael Myers,1.3968253968253967
702,Hancock,0.2850977965508892
703,"Hangover, The",0.22477696519508367
704,Hanna,0.2433229734312646
705,Hannah and Her Sisters,0.22467631599569293
706,Hannibal,0.2479066575154427
707,"Happy Birthday, Wanda June",0.22817408394439312
708,Happy Feet,0.27503070901586185
709,Hard Rain,0.20537058221446203
710,Hard to Kill,0.3200039500564735
711,Harold and Kumar Go to White Castle,0.22029624590990654
712,Harry Potter and the Chamber of Secrets,
713,Harry Potter and the Deathly Hallows Part 1,
714,Harry Potter and the Goblet of Fire,
715,Harry Potter and the Half-Blood Prince,
716,Harry Potter and the Prisoner of Azkaban,
717,Harry Potter and the Sorcerer's Stone,
718,"Haunting, The",0.26276657010976545
719,He's Just Not That Into You,0.20008131533249993
720,Heat,0.2741936864084067
721,Heathers,0.2598827589236469
722,Heavenly Creatures,0.3306786171574904
723,Heavy Metal,2.1132075471698113
724,"Hebrew Hammer, The",0.24184020745993087
725,Heist,0.24971667705108644
726,Hellbound: Hellraiser II,0.30008223730216893
727,Hellboy,0.2416409961651414
728,Hellboy 2: The Golden Army,0.2971676812712567
729,Hellraiser,0.2458216039057294
730,Hellraiser 3: Hell on Earth,0.2351358597237182
731,Hellraiser: Deader,0.27843648373340757
732,Hellraiser: Hellseeker,0.27918026463222734
733,"Help, The",0.2306706662222716
